Airdate,Animation,Animation Supervisor,Copyright year,Creative,Episode №,Guest(s),Line Producer,Main,Next,Previous,Production code,Running time,Season №,Sister episode(s),Storyboard,Storyboard Artist(s),Supervising,Supervising Producer(s),Technical,U.S. premiere time (ET),U.S. viewers (millions),Writer(s),characters,title
"April 1, 2000",Fred Miller,,2000,Derek Drymon,19b,John O'Hurley as King Neptune,,,"""Hooky""","""Fools in April""",2515-137,"11 minutes, 16 seconds",1,"""Fools in April""",Chuck Klein,Jay Lender,,,,6:45 pm,1.78,"['Chuck Klein', 'Jay Lender', 'David Fain']","SpongeBob SquarePants, Patrick Star, Larry the Lobster, King Neptune, Incidentals, Fred, Incidental 2, Incidental 3, Steven, John, Tom, Incidental 7, Incidental 8, Incidental 9, Incidental 10, Priscilla, Incidental 13, Incidental 14, Incidental 16, Incidental 17, Incidental 21, Carol, Incidental 23, Incidental 25, Incidental 27, Incidental 28, Incidental 30, Incidental 31, Don the Whale, Incidental 33, Incidental 35, Harold, Tuck Tucker, Scooter, Scooter, Incidental 39, Harold, Fish at window, Incidental 41, Incidental 42, Judy, Incidental 46, Sadie, Incidental 48, Incidental 49, Incidental 60, Incidental 62, Incidental 63, Billy, Incidental 67, Incidental 68, Incidental 71, Incidental 82, Old Man Walker, Incidental 85, Mary, Incidental 92, Incidental 93, Incidental 96, Incidental 97, Incidental 98, Incidental 99, Incidental 100, Incidental 101, Incidental 102, Incidental 103, Incidental 104, Frank, Incidental 106, Steve, Dale, Incidental 109, Guy in shower, Eugene H. Krabs, Poseidome Colosseum, Gary the Snail",Neptune's Spatula
"September 15, 2000",Edgar Larrazábal,,2000,Derek Drymon,20a,John Lurie and Jim Jarmusch as the Fishermen,,,"""Mermaid Man and Barnacle Boy II""","""Neptune's Spatula""",2515-136,11 minutes,1,"""Mermaid Man and Barnacle Boy II""",Sherm Cohen,Vincent Waller,,,,5:30 pm,2.17,"['Sherm Cohen', 'Vincent Waller', 'Merriwether Williams']","French Narrator, Fishermen, John Lurie, Jim Jarmusch, Squidward Tentacles, SpongeBob SquarePants, Incidentals, Fred, Incidental 2, Incidental 3, John, Tom, Incidental 7, Incidental 9, Priscilla, Incidental 14, Incidental 30, Incidental 31, Harold, Scooter, Harold, Incidental 41, Sadie, Incidental 49, Incidental 68, New incidental, Eugene H. Krabs, Patrick Star, Fish Hooks Park, Gary the Snail, Sea urchins, Pearl Krabs, Mrs. Krabs",Hooky
"September 15, 2000",Tom Yasumi,,2000,Derek Drymon,20b,"['Ernest Borgnine as Mermaid Man', 'Tim Conway as Barnacle Boy', 'Charles Nelson Reilly as Dirty Bubble']",,,"""Your Shoe's Untied""","""Hooky""",2515-131,11 minutes,1,"""Hooky""",Chuck Klein,Jay Lender,,,,8:15 pm,2.54,"['Chuck Klein', 'Jay Lender', 'Doug Lawrence']","French Narrator, SpongeBob SquarePants, Realistic Fish Head, Mermaid Man, Barnacle Boy, Jumbo Shrimp, Sinister Slug, Atomic Flounder, Gary the Snail, Sprat Morty, Incidentals, John, Incidental 27, Incidental 41, Incidental 42, Incidental 49, Incidental 85, Incidental 92, Incidental 93, Cafeteria lady 1, Dirty Bubble, King Neptune",Mermaid Man and Barnacle Boy II
"February 17, 2001",Tom Yasumi,,2000,Derek Drymon,21a,"['Brian Doyle-Murray as Flying Dutchman', 'Ween as musical performer of Loop de Loop']",,"['Walt Dohrn', 'Paul Tibbitt']","""Squid's Day Off""","""Mermaid Man and Barnacle Boy II""",5571-142,11 minutes,2,"""Squid's Day Off""","['Chris Headrick', 'Erik Wiese']",,,,,8:00 pm,2.75,"['Walt Dohrn', 'Paul Tibbitt', 'Merriwether Williams']","SpongeBob SquarePants, Dancing anemone, Gary the Snail, Human football players, Patrick Star, Incidentals, Incidental 60, Incidental 40, Incidental 68, Old Man Walker, Incidental 12, Incidental 67, Harold, Incidental 15, Incidental 33, Incidental 70, Tom, Incidental 35, Incidental 165, Incidental 16, John, Squidward Tentacles, Eugene H. Krabs, Jellyfish, Sea urchins, Sea creature, Painty the Pirate, Painted parrot, Flying Dutchman",Your Shoe's Untied
"February 17, 2001",Andrew Overtoom,,2000,Derek Drymon,21b,,,"['Walt Dohrn', 'Paul Tibbitt']","""Something Smells""","""Your Shoe's Untied""",5571-145,11 minutes,2,"""Your Shoe's Untied""",Jim Schumann,,,,,8:15 pm,2.75,"['Walt Dohrn', 'Paul Tibbitt', 'Merriwether Williams']","French Narrator, Jellyfish, Sea urchins, Squidward Tentacles, SpongeBob SquarePants, Eugene H. Krabs, Patrick Star, Fire fish, Incidentals, Incidental 25, Joe, Incidental 49, Incidental 144, Incidental 116, Alternate-Universe SpongeBob",Squid's Day Off
"October 20, 2000",Edgar Larrazábal,,2000,Derek Drymon,22a,,,Aaron Springer,"""Bossy Boots""","""Squid's Day Off""",5571-143,11 minutes,2,"""Bossy Boots""",Aaron Springer,C.H. Greenblatt,,,,9:00 pm,2.27,"['Aaron Springer', 'C.H. Greenblatt', 'Merriwether Williams']","SpongeBob SquarePants, Gary the Snail, Shelley, Crossing guard, Marching band, Didgeridoo player, Patrick Star, Mirror SpongeBob, Postman inc, Agnes, Lady, Incidentals, Troutenheimer, Incidental 2, Tom, Incidental 7, Incidental 8, Incidental 27, Incidental 30, Incidental 31, Harold, Scooter, Scooter, Incidental 41, Incidental 42, Incidental 48, Incidental 106, Steve, Dale, Incidental 109, Incidental 110, Lenny, Incidental 115, Incidental 118, Incidental 141, Incidental 142, Incidental 143, Incidental 144, Mr. Mailman, Man inc hat, Purple leech creature, Squidward Tentacles, The Ugly Barnacle",Something Smells
"October 20, 2000",Tom Yasumi,,2000,Derek Drymon,22b,The Capsules as musical performer of Bossy Boots,,"['Walt Dohrn', 'Paul Tibbitt']","""Big Pink Loser""","""Something Smells""",5571-146,11 minutes,2,"""Something Smells""",Chris Headrick,,,,,9:15 pm,2.27,"['Walt Dohrn', 'Paul Tibbitt', 'Doug Lawrence']","Sea urchins, Eugene H. Krabs, SpongeBob SquarePants, Squidward Tentacles, Pearl Krabs, Incidentals, Fred, Carol, Incidental 118, Harris, Incidental 37B, Incidental 11, Incidental 29, Incidental 150, Incidental 2, Incidental 104, Incidental 46, Incidental 35, Incidental 141, Incidental 7, Incidental 69, Incidental 27, Incidental 10, John, Octopus, Davy Jones, Sea unicorn, Gary the Snail",Bossy Boots
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23a,,,,"""Bubble Buddy""","""Bossy Boots""",5571-144,11 minutes,2,"""Bubble Buddy""",Jay Lender,William Reiss,,,,8:00 pm,2.80,"['Jay Lender', 'William Reiss', 'Merriwether Williams']","French Narrator, Sea urchins, Patrick Star, Jellyfish, SpongeBob SquarePants, Gary the Snail, Eugene H. Krabs, Squidward Tentacles, Incidentals, Incidental 154, Incidental 100, Incidental 42, Fred, Incidental 41, Incidental 119, Incidental 37B, Incidental 8, Tom, Incidental 60, Incidental 85, Incidental 82, Incidental 48, Incidental 47, Scallop",Big Pink Loser
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,"['Corky Carroll as Grubby Grouper', 'Brad Abrell as Bubble Buddy']",,,"""Dying for Pie""","""Big Pink Loser""",5571-148,11 minutes,2,"""Big Pink Loser""",Jay Lender,"['William Reiss', 'Chuck Klein']",,,,8:15 pm,2.80,"['Jay Lender', 'William Reiss', 'Doug Lawrence']","French Narrator, SpongeBob SquarePants, Patrick Star, Sandy Cheeks, Squidward Tentacles, Bubble Buddy, Bubble Buddy, Eugene H. Krabs, Criminal, Incidentals, Harold, Incidental 82, Harold, Incidental 41, Carol, Incidental 8, Incidental 16, Incidental 10, Incidental 31, Incidental 12, Incidental 13, Incidental 67, Scooter, Incidental 49, Don the Whale, Incidental 24, Gale, Incidental 45, Incidental 47, Incidental 21, Steven, Incidental 3, Incidental 2, Incidental 27, Incidental 39, Incidental 70, Incidental 60, Incidental 46, Incidental 9, Fred, Incidental 37B, Dodo, Incidental 7, Charlie, Incidental 14, Tom, Dale, Stretch, Incidental 107, John, Incidental 48, Frank, Larry the Lobster, Grubby Grouper, Pearl Krabs, Drink vendor, Seahorse",Bubble Buddy
"January 27, 2001",Edgar Larrazábal,,2000,Derek Drymon,24a,,,,"""Imitation Krabs""","""Bubble Buddy""",5571-147,11 minutes,2,"""Imitation Krabs""",Aaron Springer,"['C.H. Greenblatt', 'Erik Wiese']",,,,8:00 pm,3.43,"['Aaron Springer', 'C.H. Greenblatt', 'Merriwether Williams']","Squidward Tentacles, SpongeBob SquarePants, Eugene H. Krabs, Incidentals, Pirates, Pirate 1, Pirate 2, Head pirate, Pirate 4, Incidental 37B, Tom, Incidental 8, Harold, Incidental 97, R. Tick Char, Lenny, Incidental 109, Dale, Incidental 103, Incidental 42, Sea urchins, Gary the Snail",Dying for Pie
"January 27, 2001",Tom Yasumi,,2000,Derek Drymon,24b,,,"['Walt Dohrn', 'Paul Tibbitt']","""Wormy""","""Dying for Pie""",5571-150,11 minutes,2,"""Dying for Pie""","['Chris Headrick', 'Chuck Klein']",,,,,8:15 pm,3.43,"['Walt Dohrn', 'Paul Tibbitt', 'Doug Lawrence']","French Narrator, Sea urchins, Incidentals, Incidental 47, Tom, Charlie, Incidental 7, Incidental 42, Incidental 37A, Incidental 40, Incidental 41, Incidental 31, Eugene H. Krabs, SpongeBob SquarePants, Sheldon J. Plankton, Robot game show host, Head-enhanced fish, Squidward Tentacles, Robot Krabs, Jellyfish, Karen Plankton, Hans",Imitation Krabs
"February 24, 2001",Andrew Overtoom,,2000,Derek Drymon,25a,,,"['Walt Dohrn', 'Paul Tibbitt']","""Patty Hype""","""Imitation Krabs""",5571-149,11 minutes,2,"""Patty Hype""",Jim Schumann,,,,,8:00 pm,2.69,"['Walt Dohrn', 'Paul Tibbitt', 'Merriwether Williams']","French Narrator, Sandy's pets, Snakey, Birdy, Wormy, Patrick Star, SpongeBob SquarePants, Sandy Cheeks, Sea urchins, Squidward Tentacles, Eugene H. Krabs, Incidentals, Fred, Incidental 2, Incidental 3, John, Tom, Incidental 7, Incidental 8, Incidental 9, Incidental 10, Incidental 11, Priscilla, Incidental 15, Incidental 16, Incidental 17, Incidental 18, Incidental 20, Incidental 21, Carol, Incidental 23, Incidental 25, Incidental 27, Incidental 30, Incidental 31, Don the Whale, Incidental 33, Incidental 34, Harold, Tuck Tucker, Scooter, Lou, Harold, Incidental 41, Incidental 42, Judy, Incidental 46, Sadie, Incidental 48, Incidental 49, Incidental 60, Incidental 64, Billy, Incidental 67, Incidental 68, Incidental 69, Harris, Incidental 82, Incidental 85, Incidental 91, Incidental 92, Incidental 93, Incidental 115, Incidental 150, Mr. Mailman, Incidental 157, Fish guy, Fire fish, Realistic Fish Head",Wormy
"February 24, 2001",Sean Dempsey,,2000,Derek Drymon,25b,,,,"""Grandma's Kisses""","""Wormy""",5571-152,11 minutes,2,"""Wormy""",Jay Lender,Bill Reiss,,,,8:15 pm,2.69,"['Jay Lender', 'Bill Reiss', 'Doug Lawrence']","SpongeBob SquarePants, Squidward Tentacles, Sea spiders, Eugene H. Krabs, Patrick Star, Incidentals, Fred, Troutenheimer, Incidental 2, Incidental 3, Steven, John, Tom, Incidental 7, Incidental 8, Incidental 9, Incidental 10, Incidental 11, Incidental 12, Incidental 13, Incidental 14, Incidental 15, Incidental 16, Incidental 17, Incidental 18, Incidental 20, Incidental 21, Carol, Charlie, Incidental 24, Incidental 25, Joe, Incidental 27, Incidental 28, Incidental 29, Incidental 30, Incidental 31, Don the Whale, Incidental 33, Incidental 35, Harold, Incidental 37A, Incidental 37B, Scooter, Incidental 39, Harold, Incidental 41, Incidental 42, Incidental 45, Incidental 46, Incidental 47, Incidental 48, Incidental 49, Incidental 60, Incidental 62, Incidental 63, Incidental 64, Billy, Incidental 67, Incidental 68, Incidental 69, Incidental 70, Incidental 71, Harris, Incidental 81, Incidental 82, Old Man Walker, Mable, Incidental 85, Mary, Incidental 90, Incidental 92, Incidental 93, Incidental 98, Incidental 99, Incidental 103, Incidental 104, Incidental 105, Incidental 106, Incidental 107, Dale, Incidental 109, Incidental 111, Incidental 112, Lenny, Incidental 143, Incidental 144, Incidental 152, Sandals, Incidental 157, Band incidentals, Conductor 1, Drummer 2, Clarinet player 3, Tuba player 4, Sax player 5, Flute player 6, Trombone player 7, Trumpet player 8, Amoebas, King Neptune, Larry the Lobster, Realistic Fish Head",Patty Hype
"April 28, 2001",Andrew Overtoom,,2000,Derek Drymon,26a,Marion Ross as Grandma SquarePants,,"['Walt Dohrn', 'Paul Tibbitt']","""Squidville""","""Patty Hype""",5571-154,11 minutes,2,"""Squidville""","['Jim Schumann', 'Octavio Rodriguez']",,,,,8:00 pm,2.09,"['Walt Dohrn', 'Paul Tibbitt', 'Merriwether Williams']","SpongeBob SquarePants, Sea leprechaun, Grandma SquarePants, Scallop, Squidward Tentacles, Incidentals, Charlie, Incidental 23A, Incidental 31, Incidental 63, Incidental 7, Incidental 40, Incidental 41, Incidental 42, Incidental 60, Gary the Snail, Patrick Star, Seahorse",Grandma's Kisses
"April 28, 2001",Edgar Larrazábal,,2000,Derek Drymon,26b,,,,"""Prehibernation Week""","""Grandma's Kisses""",5571-156,11 minutes,2,"""Grandma's Kisses""",Aaron Springer,C.H. Greenblatt,,,,8:15 pm,2.09,"['Aaron Springer', 'C.H. Greenblatt', 'Merriwether Williams']","SpongeBob SquarePants, Patrick Star, Squidward Tentacles, Sea urchins, Spokesman, Gary the Snail, Groundskeeper, Incidentals, Squid guard 1, Orville, ""Squid"" incidentals, Squid man 1, Squid man 2, Squid man 3, Squid woman 4, Squid woman 5, Squidette",Squidville
"May 5, 2001",Edgar Larrazábal,,2000,Derek Drymon,27a,Pantera as musical performer of Prehibernation,,Aaron Springer,"""Life of Crime""","""Squidville""",5571-151,11 minutes,2,"""Life of Crime""",,C.H. Greenblatt,,,,8:00 pm,2.13,"['Aaron Springer', 'C.H. Greenblatt', 'Merriwether Williams']","Sandy Cheeks, SpongeBob SquarePants, Winter inc, Camper, Female skier, Kid 1, Gary the Snail, Giant clams, Real-life drummer, Aaron Springer, Squidward Tentacles, Eugene H. Krabs, Incidentals, Fred, Incidental 2, Incidental 3, John, Tom, Incidental 8, Incidental 9, Incidental 10, Priscilla, Incidental 13, Incidental 14, Incidental 15, Incidental 16, Incidental 17, Incidental 18, Incidental 20, Incidental 21, Carol, Incidental 23, Incidental 24, Incidental 27, Incidental 28, Incidental 29, Incidental 30, Incidental 30A, Incidental 31, Incidental 34, Incidental 35, Harold, Tuck Tucker, Scooter, Scooter, Harold, Incidental 41, Incidental 42, Judy, Incidental 46, Incidental 48, Incidental 49, Incidental 60, Incidental 63, Incidental 64, Billy, Incidental 67, Incidental 68, Incidental 69, Harris, Incidental 82, Old Man Walker, Incidental 85, Incidental 90, Incidental 92, Incidental 93, Incidental 97, Incidental 104, Incidental 106, Steve, Dale, Incidental 110, Incidental 111, Incidental 142, Incidental 143, Incidental 144, Billy, Larry the Lobster, Patrick Star, Elephant fish, King Neptune",Prehibernation Week
"May 5, 2001",Sean Dempsey,,2000,Derek Drymon,27b,,,,"""Christmas Who?""","""Prehibernation Week""",5571-157,11 minutes,2,"""Prehibernation Week""",Jay Lender,William Reiss,,,,8:15 pm,2.13,"['Jay Lender', 'William Reiss', 'Doug Lawrence']","Realistic Fish Head, Victim Crab, Bad Crab, SpongeBob SquarePants, Patrick Star, Eugene H. Krabs, Sandy Cheeks, Sheldon J. Plankton, Mrs. Puff, Squidward Tentacles, Incidentals, Incidental 93, Incidental 21, Incidental 150, Incidental 69, Incidental 39, Incidental 103, Incidental 27, Incidental 30, Incidental 37A, Incidental 41, Incidental 8, Incidental 42, Tom, Incidental 7, Incidental 107, Incidental 46, Incidental 45, Incidental 106, Incidental 64, Incidental 47, Incidental 13, Incidental 105, Incidental 92, Incidental 49, Incidental 63, Incidental 20, Incidental 40, Incidental 14, Dale, Incidental 118s, Gary the Snail, Pearl Krabs, Muscle guy, Alan Smart, Tom Kenny",Life of Crime
"December 7, 2000",Tom Yasumi,,2000,Derek Drymon,28,,,"['Paul Tibbitt', 'Walt Dohrn']","""Survival of the Idiots""","""Life of Crime""","['5571-153 (Patchy the Pirate Commercial[note 1])', '5571-155 (Christmas Who?)']",22 minutes,2,,"['Chris Headrick', 'Erik Wiese']",,,,,8:30 pm,2.17,"['Paul Tibbitt', 'Walt Dohrn', 'Doug Lawrence']","SpongeBob SquarePants, French Narrator, Patchy the Pirate, Potty the Parrot, Patrick Star, Hans, Realistic Fish Head, Potty's puppeteer, Sandy Cheeks, Santa's elves, Squidward Tentacles, Eugene H. Krabs, Santa Claus, Genie, Incidentals, Carol, Incidental 85, Incidental 37B, Incidental 91, Incidental 69, Incidental 17, Incidental 21, Incidental 16, Don the Whale, Incidental 11, Incidental 30s, Incidental 37A, Incidental 105, Incidental 49, Dale, Incidental 82, Incidental 7, Incidental 15, Incidental 3, Incidental 25, Incidental 70, Incidental 92, Incidental 28, Incidental 104, Incidental 10, Incidental 41, Incidental 2, Incidental 14, Incidental 67, Incidental 18, Harold, Incidental 48, Incidental 13, Incidental 93, Incidental 60, Incidental 9, Charlie, Incidental 29, Incidental 81, Incidental 66, Incidental 71, Incidental 62, Incidental 35, Incidental 61, Incidental 33, Incidental 27, Tom, Steven, John, Incidental 12, Incidental 31, Incidental 68, Incidental 39, Incidental 103, Incidental 64, Harris, Incidental 20, Fred, Incidental 45, Incidental 63, Incidental 8, Putzy, Incidental 47, Incidental 150, Incidental 106, Incidental 107, Sandals, Billy, Scooter, Mary, Incidental 42, Old Man Walker, Gary the Snail, Sheldon J. Plankton, Jellyfish, Reindeer",Christmas Who?
"March 17, 2001",Larry Leichliter,,2000,Derek Drymon,29a,,,Aaron Springer,"""Dumped""","""Christmas Who?""",5571-160,11 minutes,2,"""Dumped""",,C.H. Greenblatt,,,,8:00 pm,2.81,"['Aaron Springer', 'C.H. Greenblatt', 'Merriwether Williams']","SpongeBob SquarePants, Patrick Star, Sandy Cheeks, Sheriff Sandy, Dirty Dan, Pinhead Larry",Survival of the Idiots
"May 11, 2001",Andrew Overtoom,,2000,Derek Drymon,29b,,,"['Paul Tibbitt', 'Walt Dohrn']","""No Free Rides""","""Survival of the Idiots""",5571-161,11 minutes,2,"""Survival of the Idiots""",Carson Kugler,Caleb Meurer,,,,5:30 pm,2.24,"['Paul Tibbitt', 'Walt Dohrn', 'Merriwether Williams']","Gary the Snail, SpongeBob SquarePants, Patrick Star, Rex, Larry the Snail, Jerry, Squidward Tentacles, King Neptune",Dumped
"April 14, 2001",Tom Yasumi,,2000,Derek Drymon,30a,Sirena Irwin as Margaret SquarePants,,Aaron Springer,"""I'm Your Biggest Fanatic""","""Dumped""",5571-162,11 minutes,2,"""I'm Your Biggest Fanatic""",,C.H. Greenblatt,,,,8:00 pm,2.27,"['Aaron Springer', 'C.H. Greenblatt', 'Doug Lawrence']","French Narrator, SpongeBob SquarePants, Mrs. Puff, King Neptune, Jellyfish, Incidentals, Incidental 1B, Tom, Incidental 8, Incidental 9, Charlie, Incidental 40, Incidental 41, Incidental 42, Incidental 45, Incidental 47, Harris, Incidental 118s, Cop, Realistic Fish Head, Margaret SquarePants, Harold SquarePants, Boaty, Giant clams, Bikini Bottom Jail Warden",No Free Rides
"April 14, 2001",Sean Dempsey,,2000,Derek Drymon,30b,,,,"""Mermaid Man and Barnacle Boy III""","""No Free Rides""",5571-159,11 minutes,2,"""No Free Rides""",Jay Lender,William Reiss,,,,8:15 pm,2.27,"['Jay Lender', 'William Reiss', 'Doug Lawrence']","SpongeBob SquarePants, Patrick Star, Kevin C. Cucumber, Incidentals, Fred, Incidental 2, Steven, Tom, Incidental 7, Incidental 8, Incidental 9, Incidental 11, Incidental 27, Incidental 31, Harold, Tuck Tucker, Scooter, Harold, Incidental 41, Incidental 42, Incidental 46, Sadie, Incidental 49, Incidental 60, Incidental 63, Billy, Incidental 67, Incidental 68, Incidental 69, Harris, Incidental 104, Frank, Incidental 106, Steve, Dale, Incidental 116, Incidental 118, Incidental 150, Incidental 151, ""Jellyfish geek G"" incidentals, Jellyfish geek G1, Jellyfish geek G2, Jellyfish geek G3, Jellyfish geek G4, Jellyfish geek G5, Jellyfish geek G6, Jellyfish geek G7, Jellyfish geek G9, Jellyfish geek G10, Jellyfish geek G11, Carl, Jellyfish geek G13, Jellyfish geek G14, Jellyfish geek G15, Jellyfish geek G16, Jellyfish geek G17, Jellyfish geek G18, Jellyfish geek G19, ""Jellyspotter"" incidentals, Jellyspotter A, Jellyspotter B, Jellyspotter C, Jellyspotter D, Jellyspotter E, Dr. Manowar, Big Lenny, Jeffrey the Jellyfish, Jellyfish, King Jellyfish, Queen jellyfish",I'm Your Biggest Fanatic
"September 14, 2001",Andrew Overtoom,,2000,Derek Drymon,31a,"['Ernest Borgnine as Mermaid Man', 'Tim Conway as Barnacle Boy', 'John Rhys-Davies as Man Ray']",,"['Paul Tibbitt', 'Walt Dohrn']","""Squirrel Jokes""","""I'm Your Biggest Fanatic""",5571-158,11 minutes,2,"""Squirrel Jokes""",Erik Wiese,,,,,7:55 pm,3.07,"['Paul Tibbitt', 'Walt Dohrn', 'Merriwether Williams']","Realistic Fish Head, Mermaid Man, Barnacle Boy, SpongeBob SquarePants, Patrick Star, Man Ray, Dirty Bubble, Incidentals, Incidental 12, Incidental 40, Incidental 81A, Incidental 68, Incidental 7, Incidental 66",Mermaid Man and Barnacle Boy III
"September 14, 2001","['Larry Leichliter', 'Leonard Robinson']",,2000,Derek Drymon,31b,,Donna Castricone,"['Paul Tibbitt', 'Walt Dohrn']","""Pressure""","""Mermaid Man and Barnacle Boy III""",5571-164,11 minutes,2,"""Mermaid Man and Barnacle Boy III""",Chris Headrick,,Alan Smart,,,8:09 pm,3.07,"['Paul Tibbitt', 'Walt Dohrn', 'Merriwether Williams']","Eugene H. Krabs, Dougie Williams, SpongeBob SquarePants, Sandy Cheeks, Patrick Star, Fleas, Jellyfish, Incidentals, Incidental 60, Incidental 10, Incidental 31, Steven, Incidental 12, Incidental 63, Incidental 25, Incidental 11, Charlie, Incidental 23A, Incidental 9, Incidental 30, Incidental 8, Harold, Incidental 18, Incidental 7, Incidental 29, Incidental 64, Incidental 15, Tom, Fred, Incidental 20, Incidental 40, Incidental 45, Incidental 21, Scooter, Incidental 38A, Old Man Walker, Incidental 92, Incidental 41, Incidental 28, Incidental 37B, Billy, Incidental 115, Incidental 69, Incidental 13, Incidental 67, Incidental 68, Harris, Incidental 27",Squirrel Jokes
